,case:concept:name,concept:name,time:timestamp
65,daf01ed9-70f0-4008-84c5-9704bf0cd414,ship goods,2023-12-08 04:21:11
66,daf01ed9-70f0-4008-84c5-9704bf0cd414,archive order,2023-12-08 04:21:13
67,e7b7c731-1949-41c0-8f97-719200dcbc45,check availability,2023-12-07 18:11:03
68,e7b7c731-1949-41c0-8f97-719200dcbc45,confirm order,2023-12-07 18:11:08
69,e7b7c731-1949-41c0-8f97-719200dcbc45,send invoice,2023-12-07 18:11:11
70,e7b7c731-1949-41c0-8f97-719200dcbc45,ship goods,2023-12-08 04:21:22
71,e7b7c731-1949-41c0-8f97-719200dcbc45,archive order,2023-12-08 04:21:24
72,4a10cbc0-542d-4d2d-8a7f-706b553a8b4f,check availability,2023-12-07 18:11:04
73,4a10cbc0-542d-4d2d-8a7f-706b553a8b4f,confirm order,2023-12-07 18:11:09
74,4a10cbc0-542d-4d2d-8a7f-706b553a8b4f,send invoice,2023-12-07 18:11:12
75,4a10cbc0-542d-4d2d-8a7f-706b553a8b4f,ship goods,2023-12-08 04:21:16
76,4a10cbc0-542d-4d2d-8a7f-706b553a8b4f,archive order,2023-12-08 04:21:18
77,2955c616-da93-447d-b9a0-c1390ac0d18a,check availability,2023-12-07 18:11:06
78,2955c616-da93-447d-b9a0-c1390ac0d18a,confirm order,2023-12-07 18:11:09
79,2955c616-da93-447d-b9a0-c1390ac0d18a,ship goods,2023-12-08 04:21:11
80,2955c616-da93-447d-b9a0-c1390ac0d18a,send invoice,2023-12-08 04:21:18
81,2955c616-da93-447d-b9a0-c1390ac0d18a,archive order,2023-12-08 04:21:20
82,e5bcccca-75e5-43c1-8423-cdc97df3b286,check availability,2023-12-07 18:11:08
83,e5bcccca-75e5-43c1-8423-cdc97df3b286,confirm order,2023-12-07 18:11:11
84,e5bcccca-75e5-43c1-8423-cdc97df3b286,send invoice,2023-12-07 18:11:16
85,e5bcccca-75e5-43c1-8423-cdc97df3b286,ship goods,2023-12-08 04:21:20
86,e5bcccca-75e5-43c1-8423-cdc97df3b286,archive order,2023-12-08 04:21:22
87,a9538d6f-188d-4e76-8496-09ca6a6183fd,check availability,2023-12-07 18:11:08
88,a9538d6f-188d-4e76-8496-09ca6a6183fd,confirm order,2023-12-07 18:11:13
89,a9538d6f-188d-4e76-8496-09ca6a6183fd,send invoice,2023-12-07 18:11:15
90,a9538d6f-188d-4e76-8496-09ca6a6183fd,ship goods,2023-12-08 04:21:18
91,a9538d6f-188d-4e76-8496-09ca6a6183fd,archive order,2023-12-08 04:21:20
92,4b5cdbc7-8ecd-4c19-96d4-ffd2ee0eb1d3,check availability,2023-12-07 18:11:09
93,4b5cdbc7-8ecd-4c19-96d4-ffd2ee0eb1d3,confirm order,2023-12-07 18:11:14
94,4b5cdbc7-8ecd-4c19-96d4-ffd2ee0eb1d3,send invoice,2023-12-07 18:11:25
95,4b5cdbc7-8ecd-4c19-96d4-ffd2ee0eb1d3,ship goods,2023-12-08 09:54:30
96,4b5cdbc7-8ecd-4c19-96d4-ffd2ee0eb1d3,archive order,2023-12-08 09:54:31
97,34e6b474-9597-460d-b215-1ed9a678b745,check availability,2023-12-07 18:11:10
98,34e6b474-9597-460d-b215-1ed9a678b745,confirm order,2023-12-07 18:11:16
99,34e6b474-9597-460d-b215-1ed9a678b745,ship goods,2023-12-08 09:54:18
100,34e6b474-9597-460d-b215-1ed9a678b745,send invoice,2023-12-08 09:54:20
101,34e6b474-9597-460d-b215-1ed9a678b745,archive order,2023-12-08 09:54:22
102,2b212a73-0c6f-4aa4-9ddc-9838eab1f03f,check availability,2023-12-07 18:11:11
103,2b212a73-0c6f-4aa4-9ddc-9838eab1f03f,confirm order,2023-12-07 18:11:17
104,2b212a73-0c6f-4aa4-9ddc-9838eab1f03f,send invoice,2023-12-07 18:11:20
105,2b212a73-0c6f-4aa4-9ddc-9838eab1f03f,ship goods,2023-12-08 09:54:33
106,2b212a73-0c6f-4aa4-9ddc-9838eab1f03f,archive order,2023-12-08 09:54:35
107,18dc4e5b-288b-4830-b384-5ca5695e2893,check availability,2023-12-07 18:11:13
108,18dc4e5b-288b-4830-b384-5ca5695e2893,confirm order,2023-12-07 18:11:16
109,18dc4e5b-288b-4830-b384-5ca5695e2893,send invoice,2023-12-07 18:11:22
110,18dc4e5b-288b-4830-b384-5ca5695e2893,ship goods,2023-12-08 09:54:28
111,18dc4e5b-288b-4830-b384-5ca5695e2893,archive order,2023-12-08 09:54:30
112,fac22605-9f28-4175-810a-674587e07cbb,check availability,2023-12-07 18:11:15
113,fac22605-9f28-4175-810a-674587e07cbb,confirm order,2023-12-07 18:11:20
114,fac22605-9f28-4175-810a-674587e07cbb,send invoice,2023-12-07 18:11:25
115,fac22605-9f28-4175-810a-674587e07cbb,ship goods,2023-12-08 09:54:26
116,fac22605-9f28-4175-810a-674587e07cbb,archive order,2023-12-08 09:54:28
117,f8957bcb-7eb5-4687-8eac-c719a1de2195,check availability,2023-12-07 18:11:15
118,f8957bcb-7eb5-4687-8eac-c719a1de2195,confirm order,2023-12-07 18:11:18
119,f8957bcb-7eb5-4687-8eac-c719a1de2195,send invoice,2023-12-07 18:11:25
120,f8957bcb-7eb5-4687-8eac-c719a1de2195,ship goods,2023-12-08 09:54:27
121,f8957bcb-7eb5-4687-8eac-c719a1de2195,archive order,2023-12-08 09:54:29
122,762a9201-26f2-4e88-8aff-7d6c19cca0c1,check availability,2023-12-07 18:11:15
123,762a9201-26f2-4e88-8aff-7d6c19cca0c1,confirm order,2023-12-07 18:11:21
124,762a9201-26f2-4e88-8aff-7d6c19cca0c1,send invoice,2023-12-07 18:11:28
125,762a9201-26f2-4e88-8aff-7d6c19cca0c1,ship goods,2023-12-08 09:54:39
126,762a9201-26f2-4e88-8aff-7d6c19cca0c1,archive order,2023-12-08 09:54:41
127,2ee87105-6536-4100-a91d-f92c73afd028,check availability,2023-12-07 18:11:17
128,2ee87105-6536-4100-a91d-f92c73afd028,confirm order,2023-12-07 18:11:19
129,2ee87105-6536-4100-a91d-f92c73afd028,ship goods,2023-12-08 09:54:21
130,2ee87105-6536-4100-a91d-f92c73afd028,send invoice,2023-12-08 09:54:22
131,2ee87105-6536-4100-a91d-f92c73afd028,archive order,2023-12-08 09:54:24
132,b38755ca-2f36-4a25-8a18-280d8d0e5cea,check availability,2023-12-07 18:11:19
133,b38755ca-2f36-4a25-8a18-280d8d0e5cea,confirm order,2023-12-07 18:11:21
134,b38755ca-2f36-4a25-8a18-280d8d0e5cea,send invoice,2023-12-07 18:11:24
135,b38755ca-2f36-4a25-8a18-280d8d0e5cea,ship goods,2023-12-08 09:54:27
136,b38755ca-2f36-4a25-8a18-280d8d0e5cea,archive order,2023-12-08 09:54:30
137,47c309ef-a3f1-4228-ba3b-813abe39635b,check availability,2023-12-07 18:11:21
138,47c309ef-a3f1-4228-ba3b-813abe39635b,confirm order,2023-12-07 18:11:26
139,47c309ef-a3f1-4228-ba3b-813abe39635b,send invoice,2023-12-07 18:11:31
140,47c309ef-a3f1-4228-ba3b-813abe39635b,ship goods,2023-12-08 09:54:48
141,47c309ef-a3f1-4228-ba3b-813abe39635b,archive order,2023-12-08 09:54:49
142,57ae1410-2fc3-40cd-8be7-1e8d570f9755,check availability,2023-12-07 18:11:21
143,57ae1410-2fc3-40cd-8be7-1e8d570f9755,confirm order,2023-12-07 18:11:23
144,57ae1410-2fc3-40cd-8be7-1e8d570f9755,send invoice,2023-12-07 18:11:25
145,57ae1410-2fc3-40cd-8be7-1e8d570f9755,ship goods,2023-12-08 09:54:28
146,57ae1410-2fc3-40cd-8be7-1e8d570f9755,archive order,2023-12-08 09:54:30
147,8badbd0d-c40a-4835-bbcf-86934ae97eb3,check availability,2023-12-07 18:11:22
148,8badbd0d-c40a-4835-bbcf-86934ae97eb3,confirm order,2023-12-07 18:11:27
149,8badbd0d-c40a-4835-bbcf-86934ae97eb3,ship goods,2023-12-08 09:54:33
150,8badbd0d-c40a-4835-bbcf-86934ae97eb3,send invoice,2023-12-08 09:54:38
151,8badbd0d-c40a-4835-bbcf-86934ae97eb3,archive order,2023-12-08 09:54:39
152,15412f23-030f-4376-a17f-bf5a981fdb21,check availability,2023-12-07 18:11:23
153,15412f23-030f-4376-a17f-bf5a981fdb21,confirm order,2023-12-07 18:11:28
154,15412f23-030f-4376-a17f-bf5a981fdb21,send invoice,2023-12-07 18:11:34
155,15412f23-030f-4376-a17f-bf5a981fdb21,ship goods,2023-12-08 09:54:38
156,15412f23-030f-4376-a17f-bf5a981fdb21,archive order,2023-12-08 09:54:39
157,9fa10fdb-261e-44b8-bec5-d2c119ff6dc2,check availability,2023-12-07 18:11:27
158,9fa10fdb-261e-44b8-bec5-d2c119ff6dc2,confirm order,2023-12-07 18:11:30
159,9fa10fdb-261e-44b8-bec5-d2c119ff6dc2,send invoice,2023-12-07 18:11:40
160,9fa10fdb-261e-44b8-bec5-d2c119ff6dc2,ship goods,2023-12-08 09:54:50
161,9fa10fdb-261e-44b8-bec5-d2c119ff6dc2,archive order,2023-12-08 09:54:52
162,240138c7-fcb3-4787-9964-e948dd8a50d3,check availability,2023-12-07 18:11:28
163,240138c7-fcb3-4787-9964-e948dd8a50d3,confirm order,2023-12-07 18:11:34
164,240138c7-fcb3-4787-9964-e948dd8a50d3,send invoice,2023-12-07 18:11:39
165,240138c7-fcb3-4787-9964-e948dd8a50d3,ship goods,2023-12-08 09:54:40
166,240138c7-fcb3-4787-9964-e948dd8a50d3,archive order,2023-12-08 09:54:42
167,1150812c-3781-427c-bb5e-b4c76c6d6664,check availability,2023-12-07 18:11:29
168,1150812c-3781-427c-bb5e-b4c76c6d6664,confirm order,2023-12-07 18:11:32
169,1150812c-3781-427c-bb5e-b4c76c6d6664,send invoice,2023-12-07 18:11:40
170,1150812c-3781-427c-bb5e-b4c76c6d6664,ship goods,2023-12-08 09:54:44
171,1150812c-3781-427c-bb5e-b4c76c6d6664,archive order,2023-12-08 09:54:46
172,dff16d04-c3ed-4075-9d77-1081a0ba2928,check availability,2023-12-07 18:11:29
173,dff16d04-c3ed-4075-9d77-1081a0ba2928,confirm order,2023-12-07 18:11:32
174,dff16d04-c3ed-4075-9d77-1081a0ba2928,ship goods,2023-12-08 09:54:36
175,dff16d04-c3ed-4075-9d77-1081a0ba2928,send invoice,2023-12-08 09:54:37
176,dff16d04-c3ed-4075-9d77-1081a0ba2928,archive order,2023-12-08 09:54:39
177,f422b125-ddee-46f0-8aae-ee241140e1fd,check availability,2023-12-07 18:11:31
178,f422b125-ddee-46f0-8aae-ee241140e1fd,confirm order,2023-12-07 18:11:35
179,f422b125-ddee-46f0-8aae-ee241140e1fd,send invoice,2023-12-07 18:11:44
180,f422b125-ddee-46f0-8aae-ee241140e1fd,ship goods,2023-12-08 09:54:47
181,f422b125-ddee-46f0-8aae-ee241140e1fd,archive order,2023-12-08 09:54:49
182,19d68140-db3b-4c7a-9af1-717a7639d282,check availability,2023-12-07 18:11:35
183,19d68140-db3b-4c7a-9af1-717a7639d282,confirm order,2023-12-07 18:11:37
184,19d68140-db3b-4c7a-9af1-717a7639d282,ship goods,2023-12-08 09:54:45
185,19d68140-db3b-4c7a-9af1-717a7639d282,send invoice,2023-12-08 09:54:48
186,19d68140-db3b-4c7a-9af1-717a7639d282,archive order,2023-12-08 09:54:50
187,a1ccfcbf-d334-408a-ac70-c71ed1760982,check availability,2023-12-07 18:11:36
188,a1ccfcbf-d334-408a-ac70-c71ed1760982,confirm order,2023-12-07 18:11:40
189,a1ccfcbf-d334-408a-ac70-c71ed1760982,send invoice,2023-12-07 18:11:50
190,a1ccfcbf-d334-408a-ac70-c71ed1760982,ship goods,2023-12-08 09:54:52
191,a1ccfcbf-d334-408a-ac70-c71ed1760982,archive order,2023-12-08 09:54:54
192,fe7841c1-b0aa-4845-a330-d298a4507239,check availability,2023-12-07 18:11:36
193,fe7841c1-b0aa-4845-a330-d298a4507239,confirm order,2023-12-07 18:11:42
194,fe7841c1-b0aa-4845-a330-d298a4507239,send invoice,2023-12-07 18:11:48
195,fe7841c1-b0aa-4845-a330-d298a4507239,ship goods,2023-12-08 09:54:50
196,fe7841c1-b0aa-4845-a330-d298a4507239,archive order,2023-12-08 09:54:52
197,db6e6a7d-3cdc-464d-a88f-11c557d34590,check availability,2023-12-07 18:11:36
198,db6e6a7d-3cdc-464d-a88f-11c557d34590,confirm order,2023-12-07 18:11:38
199,db6e6a7d-3cdc-464d-a88f-11c557d34590,send invoice,2023-12-07 18:11:48
200,db6e6a7d-3cdc-464d-a88f-11c557d34590,ship goods,2023-12-08 09:54:55
201,db6e6a7d-3cdc-464d-a88f-11c557d34590,archive order,2023-12-08 09:54:57
202,3bf65037-5c83-4bec-86b1-fb70e6b6e065,check availability,2023-12-07 18:11:36
203,3bf65037-5c83-4bec-86b1-fb70e6b6e065,confirm order,2023-12-07 18:11:42
204,3bf65037-5c83-4bec-86b1-fb70e6b6e065,ship goods,2023-12-08 09:54:47
205,3bf65037-5c83-4bec-86b1-fb70e6b6e065,send invoice,2023-12-08 09:54:47
206,3bf65037-5c83-4bec-86b1-fb70e6b6e065,archive order,2023-12-08 09:54:49
207,4a2f3c3f-82ba-4c87-b06e-7fac909641aa,check availability,2023-12-07 18:11:40
208,4a2f3c3f-82ba-4c87-b06e-7fac909641aa,confirm order,2023-12-07 18:11:42
209,4a2f3c3f-82ba-4c87-b06e-7fac909641aa,send invoice,2023-12-07 18:11:45
210,4a2f3c3f-82ba-4c87-b06e-7fac909641aa,ship goods,2023-12-08 09:55:04
211,4a2f3c3f-82ba-4c87-b06e-7fac909641aa,archive order,2023-12-08 09:55:06
212,193693ce-b2b5-4482-9494-3cb0e92225ff,check availability,2023-12-07 18:11:40
213,193693ce-b2b5-4482-9494-3cb0e92225ff,confirm order,2023-12-07 18:11:42
214,193693ce-b2b5-4482-9494-3cb0e92225ff,send invoice,2023-12-07 18:11:44
215,193693ce-b2b5-4482-9494-3cb0e92225ff,ship goods,2023-12-08 09:54:47
216,193693ce-b2b5-4482-9494-3cb0e92225ff,archive order,2023-12-08 09:54:49
217,238ae316-9230-4946-9afe-3073ae2d71aa,check availability,2023-12-07 18:11:40
218,238ae316-9230-4946-9afe-3073ae2d71aa,confirm order,2023-12-07 18:11:42
219,238ae316-9230-4946-9afe-3073ae2d71aa,send invoice,2023-12-07 18:11:51
220,238ae316-9230-4946-9afe-3073ae2d71aa,ship goods,2023-12-08 09:55:03
221,238ae316-9230-4946-9afe-3073ae2d71aa,archive order,2023-12-08 09:55:05
222,b0b48ebf-ee06-4344-9fe4-fe4d514d2069,check availability,2023-12-07 18:11:41
223,b0b48ebf-ee06-4344-9fe4-fe4d514d2069,confirm order,2023-12-07 18:11:46
224,b0b48ebf-ee06-4344-9fe4-fe4d514d2069,ship goods,2023-12-08 09:54:48
225,b0b48ebf-ee06-4344-9fe4-fe4d514d2069,send invoice,2023-12-08 09:54:57
226,b0b48ebf-ee06-4344-9fe4-fe4d514d2069,archive order,2023-12-08 09:54:59
227,a786e40e-7d7f-4001-bf3c-aef72b053e46,check availability,2023-12-07 18:11:42
228,a786e40e-7d7f-4001-bf3c-aef72b053e46,confirm order,2023-12-07 18:11:48
229,a786e40e-7d7f-4001-bf3c-aef72b053e46,send invoice,2023-12-07 18:11:54
230,a786e40e-7d7f-4001-bf3c-aef72b053e46,ship goods,2023-12-08 09:54:57
231,a786e40e-7d7f-4001-bf3c-aef72b053e46,archive order,2023-12-08 09:54:59
232,8460a020-dfef-448d-92dd-6f66219f560a,check availability,2023-12-07 18:11:44
233,8460a020-dfef-448d-92dd-6f66219f560a,confirm order,2023-12-07 18:11:46
234,8460a020-dfef-448d-92dd-6f66219f560a,send invoice,2023-12-07 18:11:52
235,8460a020-dfef-448d-92dd-6f66219f560a,ship goods,2023-12-08 09:55:01
236,8460a020-dfef-448d-92dd-6f66219f560a,archive order,2023-12-08 09:55:02
237,7319636c-f77f-4bcb-9461-dae80e097d02,check availability,2023-12-07 18:11:45
238,7319636c-f77f-4bcb-9461-dae80e097d02,confirm order,2023-12-07 18:11:51
239,7319636c-f77f-4bcb-9461-dae80e097d02,send invoice,2023-12-07 18:12:01
240,7319636c-f77f-4bcb-9461-dae80e097d02,ship goods,2023-12-08 09:55:03
241,7319636c-f77f-4bcb-9461-dae80e097d02,archive order,2023-12-08 09:55:05
242,a01feae2-c956-450e-8fef-3b3cf12ebf1e,check availability,2023-12-07 18:11:46
243,a01feae2-c956-450e-8fef-3b3cf12ebf1e,confirm order,2023-12-07 18:11:51
244,a01feae2-c956-450e-8fef-3b3cf12ebf1e,send invoice,2023-12-07 18:12:00
245,a01feae2-c956-450e-8fef-3b3cf12ebf1e,ship goods,2023-12-08 09:55:08
246,a01feae2-c956-450e-8fef-3b3cf12ebf1e,archive order,2023-12-08 09:55:10
247,9eea57f7-3af0-48c8-a526-d561fb304713,check availability,2023-12-07 18:11:46
248,9eea57f7-3af0-48c8-a526-d561fb304713,confirm order,2023-12-07 18:11:49
249,9eea57f7-3af0-48c8-a526-d561fb304713,send invoice,2023-12-07 18:12:00
250,9eea57f7-3af0-48c8-a526-d561fb304713,ship goods,2023-12-08 09:55:09
251,9eea57f7-3af0-48c8-a526-d561fb304713,archive order,2023-12-08 09:55:10
252,4b1eb6a9-c378-4f98-9e56-06b9eed36e2e,check availability,2023-12-07 18:11:46
253,4b1eb6a9-c378-4f98-9e56-06b9eed36e2e,confirm order,2023-12-07 18:11:50
254,4b1eb6a9-c378-4f98-9e56-06b9eed36e2e,send invoice,2023-12-07 18:11:53
255,4b1eb6a9-c378-4f98-9e56-06b9eed36e2e,ship goods,2023-12-08 09:55:07
256,4b1eb6a9-c378-4f98-9e56-06b9eed36e2e,archive order,2023-12-08 09:55:10
257,6cc57163-2d09-461e-84da-41559866f5d7,check availability,2023-12-07 18:11:47
258,6cc57163-2d09-461e-84da-41559866f5d7,confirm order,2023-12-07 18:11:49
259,6cc57163-2d09-461e-84da-41559866f5d7,ship goods,2023-12-08 09:54:52
260,6cc57163-2d09-461e-84da-41559866f5d7,send invoice,2023-12-08 09:54:54
261,6cc57163-2d09-461e-84da-41559866f5d7,archive order,2023-12-08 09:54:56
262,581c9ff5-55c0-405c-9777-c0387626a2e2,check availability,2023-12-07 18:11:47
263,581c9ff5-55c0-405c-9777-c0387626a2e2,confirm order,2023-12-07 18:11:52
264,581c9ff5-55c0-405c-9777-c0387626a2e2,send invoice,2023-12-07 18:11:56
265,581c9ff5-55c0-405c-9777-c0387626a2e2,ship goods,2023-12-08 09:55:10
266,581c9ff5-55c0-405c-9777-c0387626a2e2,archive order,2023-12-08 09:55:12
267,35f31667-a71a-4f64-91f6-bc74f7ed020a,check availability,2023-12-07 18:11:51
268,35f31667-a71a-4f64-91f6-bc74f7ed020a,confirm order,2023-12-07 18:11:56
269,35f31667-a71a-4f64-91f6-bc74f7ed020a,send invoice,2023-12-07 18:12:07
270,35f31667-a71a-4f64-91f6-bc74f7ed020a,ship goods,2023-12-08 09:55:12
271,35f31667-a71a-4f64-91f6-bc74f7ed020a,archive order,2023-12-08 09:55:14
272,3a4702d2-1996-48c6-8f61-885aed394b55,check availability,2023-12-07 18:11:52
273,3a4702d2-1996-48c6-8f61-885aed394b55,confirm order,2023-12-07 18:11:54
274,3a4702d2-1996-48c6-8f61-885aed394b55,send invoice,2023-12-07 18:12:05
275,3a4702d2-1996-48c6-8f61-885aed394b55,ship goods,2023-12-08 09:55:10
276,3a4702d2-1996-48c6-8f61-885aed394b55,archive order,2023-12-08 09:55:11
277,5e04ff61-5992-4b08-8eb7-d0a2cacba3a5,check availability,2023-12-07 18:11:52
278,5e04ff61-5992-4b08-8eb7-d0a2cacba3a5,confirm order,2023-12-07 18:11:55
279,5e04ff61-5992-4b08-8eb7-d0a2cacba3a5,send invoice,2023-12-07 18:11:59
280,5e04ff61-5992-4b08-8eb7-d0a2cacba3a5,ship goods,2023-12-08 09:55:06
281,5e04ff61-5992-4b08-8eb7-d0a2cacba3a5,archive order,2023-12-08 09:55:08
282,4406fed2-3e6c-41af-9eff-c8d16c9a9543,check availability,2023-12-07 18:11:57
283,4406fed2-3e6c-41af-9eff-c8d16c9a9543,confirm order,2023-12-07 18:12:01
284,4406fed2-3e6c-41af-9eff-c8d16c9a9543,ship goods,2023-12-08 09:55:10
285,4406fed2-3e6c-41af-9eff-c8d16c9a9543,send invoice,2023-12-08 09:55:11
286,4406fed2-3e6c-41af-9eff-c8d16c9a9543,archive order,2023-12-08 09:55:13
287,9132846d-6d9d-4110-a2e1-2d2a1050b7a0,check availability,2023-12-07 18:11:58
288,9132846d-6d9d-4110-a2e1-2d2a1050b7a0,confirm order,2023-12-07 18:12:03
289,9132846d-6d9d-4110-a2e1-2d2a1050b7a0,send invoice,2023-12-07 18:12:15
290,9132846d-6d9d-4110-a2e1-2d2a1050b7a0,ship goods,2023-12-08 09:55:20
291,9132846d-6d9d-4110-a2e1-2d2a1050b7a0,archive order,2023-12-08 09:55:22
292,5e56e5b7-3660-4b89-9969-3be37da151cd,check availability,2023-12-07 18:11:58
293,5e56e5b7-3660-4b89-9969-3be37da151cd,confirm order,2023-12-07 18:12:00
294,5e56e5b7-3660-4b89-9969-3be37da151cd,send invoice,2023-12-07 18:12:03
295,5e56e5b7-3660-4b89-9969-3be37da151cd,ship goods,2023-12-08 09:55:18
296,5e56e5b7-3660-4b89-9969-3be37da151cd,archive order,2023-12-08 09:55:20
297,23edcef2-bd68-4ee7-abf1-3b1c8d455e3a,check availability,2023-12-07 18:11:59
298,23edcef2-bd68-4ee7-abf1-3b1c8d455e3a,confirm order,2023-12-07 18:12:05
299,23edcef2-bd68-4ee7-abf1-3b1c8d455e3a,send invoice,2023-12-07 18:12:08
